n1,n2,n3,n4,n5,n6,info_concurso
1,21,38,41,49,56,Concurso 736 (08/02/2006)
9,15,38,40,42,52,Concurso 735 (04/02/2006)
27,29,43,44,45,54,Concurso 734 (01/02/2006)
2,12,26,31,43,46,Concurso 733 (28/01/2006)
6,17,19,49,50,53,Concurso 732 (25/01/2006)
6,15,16,23,28,35,Concurso 731 (21/01/2006)
2,15,16,45,50,54,Concurso 730 (18/01/2006)
5,18,33,43,56,57,Concurso 729 (14/01/2006)
8,13,24,32,42,44,Concurso 728 (11/01/2006)
4,12,14,30,42,59,Concurso 727 (07/01/2006)
1,5,7,37,40,47,Concurso 726 (04/01/2006)
3,9,35,37,41,49,Concurso 725 (31/12/2005)
17,27,34,48,51,55,Concurso 724 (21/12/2005)
1,6,16,36,50,52,Concurso 723 (17/12/2005)
9,18,36,44,57,60,Concurso 722 (14/12/2005)
3,14,23,25,36,55,Concurso 721 (10/12/2005)
12,31,44,51,54,56,Concurso 720 (07/12/2005)
3,32,37,39,47,53,Concurso 719 (03/12/2005)
7,21,33,35,39,58,Concurso 718 (30/11/2005)
6,17,23,28,35,41,Concurso 717 (26/11/2005)
2,7,16,29,32,50,Concurso 716 (23/11/2005)
4,12,24,33,36,54,Concurso 715 (19/11/2005)
7,8,17,35,39,53,Concurso 714 (16/11/2005)
1,12,16,26,46,54,Concurso 713 (12/11/2005)
7,8,35,43,53,58,Concurso 712 (09/11/2005)
5,10,33,40,41,59,Concurso 711 (05/11/2005)
5,25,34,39,46,49,Concurso 710 (29/10/2005)
4,6,9,22,29,44,Concurso 709 (26/10/2005)
7,9,13,39,45,47,Concurso 708 (22/10/2005)
1,8,10,36,43,51,Concurso 707 (19/10/2005)
2,7,10,17,22,60,Concurso 706 (15/10/2005)
3,11,13,15,26,43,Concurso 705 (08/10/2005)
2,4,18,27,34,50,Concurso 704 (05/10/2005)
2,11,24,27,30,45,Concurso 703 (01/10/2005)
1,18,45,56,57,58,Concurso 702 (28/09/2005)
1,13,23,31,48,60,Concurso 701 (24/09/2005)
2,3,14,24,31,40,Concurso 700 (21/09/2005)
17,23,48,50,53,54,Concurso 699 (19/09/2005)
8,12,22,27,43,55,Concurso 698 (14/09/2005)
28,31,32,35,51,53,Concurso 697 (10/09/2005)
9,16,34,37,53,57,Concurso 696 (03/09/2005)
6,11,13,21,40,52,Concurso 695 (31/08/2005)
15,19,29,37,41,53,Concurso 694 (27/08/2005)
13,14,17,31,41,50,Concurso 693 (24/08/2005)
11,18,33,57,58,60,Concurso 692 (20/08/2005)
8,16,37,50,55,58,Concurso 691 (17/08/2005)
8,12,15,41,47,53,Concurso 690 (13/08/2005)
6,7,31,49,51,60,Concurso 689 (10/08/2005)
11,21,30,35,47,52,Concurso 688 (06/08/2005)
1,7,14,41,48,59,Concurso 687 (03/08/2005)
4,5,15,26,33,54,Concurso 686 (30/07/2005)
5,12,27,33,43,56,Concurso 685 (27/07/2005)
17,19,33,37,40,50,Concurso 684 (23/07/2005)
2,11,12,35,40,43,Concurso 683 (20/07/2005)
4,27,36,37,47,60,Concurso 682 (16/07/2005)
21,25,38,53,58,59,Concurso 681 (13/07/2005)
2,3,5,22,26,44,Concurso 680 (09/07/2005)
3,21,25,37,54,58,Concurso 679 (06/07/2005)
14,31,40,42,44,46,Concurso 678 (02/07/2005)
8,10,25,32,48,55,Concurso 677 (29/06/2005)
9,15,32,41,42,49,Concurso 676 (25/06/2005)
24,25,30,42,43,50,Concurso 675 (22/06/2005)
18,22,29,32,38,42,Concurso 674 (18/06/2005)
6,11,20,34,37,40,Concurso 673 (15/06/2005)
24,28,34,38,43,53,Concurso 672 (11/06/2005)
9,16,27,38,39,51,Concurso 671 (08/06/2005)
22,37,42,48,58,59,Concurso 670 (04/06/2005)
7,24,27,40,41,49,Concurso 669 (01/06/2005)
1,2,14,33,49,56,Concurso 668 (28/05/2005)
1,4,5,16,23,49,Concurso 667 (25/05/2005)
7,16,26,29,45,55,Concurso 666 (21/05/2005)
7,8,18,25,47,48,Concurso 665 (18/05/2005)
1,12,36,38,55,59,Concurso 664 (14/05/2005)
1,27,30,49,51,55,Concurso 663 (11/05/2005)
4,18,23,25,56,60,Concurso 662 (07/05/2005)
4,27,36,40,42,55,Concurso 661 (04/05/2005)
5,11,38,46,53,54,Concurso 660 (30/04/2005)
14,29,34,40,51,52,Concurso 659 (27/04/2005)
3,6,11,20,36,41,Concurso 658 (23/04/2005)
16,20,33,58,59,60,Concurso 657 (20/04/2005)
35,36,37,46,51,59,Concurso 656 (16/04/2005)
1,26,37,39,43,48,Concurso 655 (13/04/2005)
6,10,11,40,41,56,Concurso 654 (09/04/2005)
5,9,19,24,31,34,Concurso 653 (06/04/2005)
10,18,20,24,56,57,Concurso 652 (02/04/2005)
26,28,39,45,48,60,Concurso 651 (30/03/2005)
10,24,25,29,53,59,Concurso 650 (26/03/2005)
9,24,33,41,48,54,Concurso 649 (23/03/2005)
5,23,29,42,45,48,Concurso 648 (19/03/2005)
11,12,14,19,54,56,Concurso 647 (16/03/2005)
10,13,32,47,49,60,Concurso 646 (12/03/2005)
3,24,48,52,53,54,Concurso 645 (09/03/2005)
14,27,29,31,34,57,Concurso 644 (05/03/2005)
14,24,37,40,42,45,Concurso 643 (02/03/2005)
17,36,40,44,51,56,Concurso 642 (26/02/2005)
1,9,13,17,33,34,Concurso 641 (23/02/2005)
12,19,42,46,59,60,Concurso 640 (19/02/2005)
13,35,39,45,51,60,Concurso 639 (16/02/2005)
10,11,36,41,42,50,Concurso 638 (12/02/2005)
11,18,43,48,52,58,Concurso 637 (05/02/2005)
26,28,30,32,34,50,Concurso 636 (02/02/2005)
8,20,26,37,42,49,Concurso 635 (29/01/2005)
10,13,24,41,42,56,Concurso 634 (26/01/2005)
5,11,22,27,46,50,Concurso 633 (22/01/2005)
2,19,28,48,51,54,Concurso 632 (19/01/2005)
1,20,28,32,44,47,Concurso 631 (15/01/2005)
12,16,20,45,53,60,Concurso 630 (12/01/2005)
15,16,39,40,47,51,Concurso 629 (08/01/2005)
8,16,22,30,56,58,Concurso 628 (05/01/2005)
1,13,19,45,56,58,Concurso 627 (29/12/2004)
7,8,18,22,39,49,Concurso 626 (22/12/2004)
12,24,32,40,42,59,Concurso 625 (18/12/2004)
8,23,34,39,43,52,Concurso 624 (15/12/2004)
9,23,30,42,49,55,Concurso 623 (11/12/2004)
19,27,29,38,50,59,Concurso 622 (08/12/2004)
26,29,31,49,50,57,Concurso 621 (04/12/2004)
1,3,13,22,29,32,Concurso 620 (01/12/2004)
8,12,14,16,19,46,Concurso 619 (27/11/2004)
3,8,10,13,24,60,Concurso 618 (24/11/2004)
3,5,25,33,36,49,Concurso 617 (20/11/2004)
2,12,16,24,26,54,Concurso 616 (17/11/2004)
5,8,10,27,31,51,Concurso 615 (13/11/2004)
12,16,31,48,57,60,Concurso 614 (10/11/2004)
6,13,19,44,54,55,Concurso 613 (06/11/2004)
15,18,33,50,53,55,Concurso 612 (03/11/2004)
16,21,22,33,48,49,Concurso 611 (30/10/2004)
25,30,43,45,47,49,Concurso 610 (27/10/2004)
2,6,15,58,59,60,Concurso 609 (23/10/2004)
6,13,19,24,30,37,Concurso 608 (20/10/2004)
6,11,19,27,41,59,Concurso 607 (16/10/2004)
6,23,32,35,41,55,Concurso 606 (13/10/2004)
4,24,44,49,52,53,Concurso 605 (09/10/2004)
15,25,41,46,49,51,Concurso 604 (06/10/2004)
4,8,11,12,29,44,Concurso 603 (02/10/2004)
7,13,38,46,55,60,Concurso 602 (29/09/2004)
10,19,22,29,30,37,Concurso 601 (25/09/2004)
16,18,31,34,39,54,Concurso 600 (22/09/2004)
4,6,9,23,45,51,Concurso 599 (18/09/2004)
5,16,34,38,50,53,Concurso 598 (15/09/2004)
22,27,29,40,42,56,Concurso 597 (11/09/2004)
11,14,28,43,54,60,Concurso 596 (08/09/2004)
1,2,25,43,50,54,Concurso 595 (04/09/2004)
10,13,29,47,53,55,Concurso 594 (01/09/2004)
1,25,27,29,49,59,Concurso 593 (28/08/2004)
13,14,42,47,55,59,Concurso 592 (25/08/2004)
1,3,18,34,50,58,Concurso 591 (21/08/2004)
4,5,18,25,28,51,Concurso 590 (18/08/2004)
6,7,8,13,33,59,Concurso 589 (14/08/2004)
11,13,45,46,53,55,Concurso 588 (11/08/2004)
2,18,29,30,36,60,Concurso 587 (07/08/2004)
11,13,38,39,45,54,Concurso 586 (04/08/2004)
12,24,33,36,39,57,Concurso 585 (31/07/2004)
7,8,23,30,32,53,Concurso 584 (28/07/2004)
6,7,20,41,43,55,Concurso 583 (24/07/2004)
13,29,40,45,51,59,Concurso 582 (21/07/2004)
14,17,25,30,39,52,Concurso 581 (17/07/2004)
15,16,18,28,38,47,Concurso 580 (14/07/2004)
4,9,15,17,34,39,Concurso 579 (10/07/2004)
3,18,23,48,56,58,Concurso 578 (07/07/2004)
8,23,24,28,31,47,Concurso 577 (03/07/2004)
7,8,18,39,43,52,Concurso 576 (30/06/2004)
5,18,21,29,35,48,Concurso 575 (26/06/2004)
2,10,17,23,32,44,Concurso 574 (23/06/2004)
6,17,22,29,40,59,Concurso 573 (19/06/2004)
3,9,16,20,33,60,Concurso 572 (16/06/2004)
12,13,14,31,50,51,Concurso 571 (12/06/2004)
15,32,33,35,36,51,Concurso 570 (09/06/2004)
3,9,14,15,32,57,Concurso 569 (05/06/2004)
13,17,22,25,29,41,Concurso 568 (02/06/2004)
11,31,38,41,57,58,Concurso 567 (29/05/2004)
6,13,17,18,20,37,Concurso 566 (26/05/2004)
7,31,34,35,37,45,Concurso 565 (22/05/2004)
10,13,20,32,38,49,Concurso 564 (19/05/2004)
5,8,23,34,44,51,Concurso 563 (15/05/2004)
16,23,35,37,55,57,Concurso 562 (12/05/2004)
1,20,36,39,49,55,Concurso 561 (08/05/2004)
2,11,18,30,32,58,Concurso 560 (05/05/2004)
6,13,17,25,36,53,Concurso 559 (01/05/2004)
7,14,31,57,58,59,Concurso 558 (28/04/2004)
8,12,18,23,38,49,Concurso 557 (24/04/2004)
8,10,17,30,33,45,Concurso 556 (21/04/2004)
5,23,31,33,45,49,Concurso 555 (17/04/2004)
15,29,31,42,47,60,Concurso 554 (14/04/2004)
4,43,46,53,54,58,Concurso 553 (10/04/2004)
9,22,47,49,52,54,Concurso 552 (07/04/2004)
12,21,46,48,56,57,Concurso 551 (03/04/2004)
16,17,38,39,45,56,Concurso 550 (31/03/2004)
8,13,22,46,51,58,Concurso 549 (27/03/2004)
14,47,49,51,58,59,Concurso 548 (24/03/2004)
4,13,28,30,53,59,Concurso 547 (20/03/2004)
4,5,13,17,46,54,Concurso 546 (17/03/2004)
17,29,35,40,43,57,Concurso 545 (13/03/2004)
11,17,33,34,47,56,Concurso 544 (10/03/2004)
35,37,42,46,49,54,Concurso 543 (06/03/2004)
4,6,19,28,35,49,Concurso 542 (03/03/2004)
13,27,49,52,57,58,Concurso 541 (28/02/2004)
4,22,28,30,44,49,Concurso 540 (21/02/2004)
6,16,19,47,50,55,Concurso 539 (18/02/2004)
3,25,43,45,52,56,Concurso 538 (14/02/2004)
3,7,19,34,37,39,Concurso 537 (11/02/2004)
14,15,22,23,25,37,Concurso 536 (07/02/2004)
6,14,28,47,49,56,Concurso 535 (04/02/2004)
3,8,23,31,48,57,Concurso 534 (31/01/2004)
13,18,21,27,53,59,Concurso 533 (28/01/2004)
4,9,12,13,52,53,Concurso 532 (24/01/2004)
1,3,7,18,35,50,Concurso 531 (21/01/2004)
1,6,21,25,32,49,Concurso 530 (17/01/2004)
1,13,33,38,45,56,Concurso 529 (14/01/2004)
8,12,28,31,34,37,Concurso 528 (10/01/2004)
6,14,17,26,50,52,Concurso 527 (07/01/2004)
3,21,31,36,55,59,Concurso 526 (03/01/2004)
8,10,24,26,32,49,Concurso 525 (27/12/2003)
19,29,34,41,47,48,Concurso 524 (20/12/2003)
28,39,40,44,45,58,Concurso 523 (17/12/2003)
6,14,15,25,49,52,Concurso 522 (13/12/2003)
15,25,28,32,38,45,Concurso 521 (10/12/2003)
9,12,17,32,34,35,Concurso 520 (06/12/2003)
9,15,19,22,36,42,Concurso 519 (03/12/2003)
5,8,10,15,18,44,Concurso 518 (29/11/2003)
7,8,28,32,38,51,Concurso 517 (26/11/2003)
5,13,24,33,34,35,Concurso 516 (22/11/2003)
15,16,39,45,48,57,Concurso 515 (19/11/2003)
15,36,40,42,51,52,Concurso 514 (15/11/2003)
10,19,27,33,39,46,Concurso 513 (12/11/2003)
4,8,31,40,53,58,Concurso 512 (08/11/2003)
3,4,8,34,36,37,Concurso 511 (05/11/2003)
1,4,30,41,45,58,Concurso 510 (01/11/2003)
28,32,33,34,35,55,Concurso 509 (29/10/2003)
5,10,15,45,46,56,Concurso 508 (25/10/2003)
3,5,27,33,44,58,Concurso 507 (22/10/2003)
4,15,31,34,37,38,Concurso 506 (18/10/2003)
3,20,28,46,47,52,Concurso 505 (15/10/2003)
8,11,19,30,39,50,Concurso 504 (11/10/2003)
7,10,21,27,48,49,Concurso 503 (08/10/2003)
7,13,21,24,33,50,Concurso 502 (04/10/2003)
16,27,28,34,39,56,Concurso 501 (01/10/2003)
21,29,35,36,38,54,Concurso 500 (27/09/2003)
1,4,5,11,44,59,Concurso 499 (20/09/2003)
2,6,28,49,50,57,Concurso 498 (17/09/2003)
9,13,20,32,41,58,Concurso 497 (13/09/2003)
10,19,20,29,41,59,Concurso 496 (10/09/2003)
8,15,29,36,49,60,Concurso 495 (06/09/2003)
18,20,28,32,49,53,Concurso 494 (03/09/2003)
3,18,20,24,42,54,Concurso 493 (30/08/2003)
2,6,15,18,56,57,Concurso 492 (27/08/2003)
1,9,15,22,43,55,Concurso 491 (23/08/2003)
5,11,23,29,54,58,Concurso 490 (20/08/2003)
17,28,33,36,53,59,Concurso 489 (16/08/2003)
15,30,35,39,43,57,Concurso 488 (13/08/2003)
8,22,25,48,52,54,Concurso 487 (09/08/2003)
8,14,19,30,42,50,Concurso 486 (06/08/2003)
19,28,30,38,52,57,Concurso 485 (02/08/2003)
17,18,19,38,49,53,Concurso 484 (30/07/2003)
16,18,23,35,44,59,Concurso 483 (26/07/2003)
12,13,33,53,54,56,Concurso 482 (23/07/2003)
6,13,22,24,42,44,Concurso 481 (19/07/2003)
14,33,36,38,41,49,Concurso 480 (16/07/2003)
20,26,41,46,54,58,Concurso 479 (12/07/2003)
3,8,21,25,30,31,Concurso 478 (09/07/2003)
6,8,18,34,38,47,Concurso 477 (05/07/2003)
17,20,38,43,55,58,Concurso 476 (02/07/2003)
6,8,19,22,43,52,Concurso 475 (28/06/2003)
3,12,32,34,40,50,Concurso 474 (25/06/2003)
7,23,41,49,51,58,Concurso 473 (21/06/2003)
3,4,12,29,38,51,Concurso 472 (18/06/2003)
5,31,32,36,51,59,Concurso 471 (14/06/2003)
8,11,23,37,51,58,Concurso 470 (11/06/2003)
13,21,26,29,42,47,Concurso 469 (07/06/2003)
5,6,23,25,39,51,Concurso 468 (04/06/2003)
8,18,21,22,38,60,Concurso 467 (31/05/2003)
11,16,28,29,30,45,Concurso 466 (28/05/2003)
1,22,31,46,51,57,Concurso 465 (24/05/2003)
6,24,33,38,45,50,Concurso 464 (21/05/2003)
2,3,7,18,45,53,Concurso 463 (17/05/2003)
17,19,22,26,27,48,Concurso 462 (14/05/2003)
15,17,20,29,30,60,Concurso 461 (10/05/2003)
19,23,30,37,49,55,Concurso 460 (07/05/2003)
8,15,17,39,43,49,Concurso 459 (03/05/2003)
13,24,32,34,43,53,Concurso 458 (30/04/2003)
15,17,24,27,32,48,Concurso 457 (26/04/2003)
3,17,22,27,33,40,Concurso 456 (23/04/2003)
2,14,15,17,50,59,Concurso 455 (19/04/2003)
4,17,24,42,46,56,Concurso 454 (16/04/2003)
8,20,23,34,52,58,Concurso 453 (12/04/2003)
11,16,30,36,51,54,Concurso 452 (09/04/2003)
17,18,23,28,31,53,Concurso 451 (05/04/2003)
1,9,13,50,51,59,Concurso 450 (02/04/2003)
1,8,24,34,49,56,Concurso 449 (29/03/2003)
3,5,9,45,51,52,Concurso 448 (26/03/2003)
15,24,25,33,42,55,Concurso 447 (22/03/2003)
8,11,12,17,20,47,Concurso 446 (19/03/2003)
7,20,31,32,50,53,Concurso 445 (15/03/2003)
3,24,33,48,52,57,Concurso 444 (12/03/2003)
11,17,26,36,48,52,Concurso 443 (08/03/2003)
6,15,23,31,37,59,Concurso 442 (01/03/2003)
2,10,15,21,58,59,Concurso 441 (26/02/2003)
3,5,23,30,46,47,Concurso 440 (22/02/2003)
13,20,29,42,43,57,Concurso 439 (19/02/2003)
3,5,11,14,38,48,Concurso 438 (15/02/2003)
7,10,30,44,54,59,Concurso 437 (12/02/2003)
1,6,7,29,48,57,Concurso 436 (08/02/2003)
10,11,17,31,37,43,Concurso 435 (05/02/2003)
4,10,17,24,30,54,Concurso 434 (01/02/2003)
16,17,28,30,36,54,Concurso 433 (29/01/2003)
4,13,17,27,39,50,Concurso 432 (25/01/2003)
26,37,40,47,52,58,Concurso 431 (22/01/2003)
8,10,21,25,38,50,Concurso 430 (18/01/2003)
17,26,32,36,43,55,Concurso 429 (15/01/2003)
8,28,30,32,46,60,Concurso 428 (11/01/2003)
3,13,14,24,43,51,Concurso 427 (08/01/2003)
7,30,32,37,50,54,Concurso 426 (04/01/2003)
6,10,16,34,42,47,Concurso 425 (28/12/2002)
18,27,29,36,46,59,Concurso 424 (21/12/2002)
8,22,32,33,40,53,Concurso 423 (18/12/2002)
12,37,43,55,56,60,Concurso 422 (14/12/2002)
5,35,37,38,45,51,Concurso 421 (11/12/2002)
12,29,30,43,57,59,Concurso 420 (07/12/2002)
9,16,41,42,52,53,Concurso 419 (04/12/2002)
8,15,32,45,49,52,Concurso 418 (30/11/2002)
7,12,21,25,34,42,Concurso 417 (27/11/2002)
1,13,23,33,54,56,Concurso 416 (23/11/2002)
1,4,27,38,42,44,Concurso 415 (20/11/2002)
16,26,35,45,52,58,Concurso 414 (16/11/2002)
2,4,29,33,35,53,Concurso 413 (13/11/2002)
5,12,14,21,45,59,Concurso 412 (09/11/2002)
10,12,31,38,45,56,Concurso 411 (06/11/2002)
8,24,31,36,38,55,Concurso 410 (02/11/2002)
18,25,26,31,34,49,Concurso 409 (30/10/2002)
14,28,33,44,49,56,Concurso 408 (26/10/2002)
2,18,22,49,51,57,Concurso 407 (23/10/2002)
2,12,32,38,47,48,Concurso 406 (19/10/2002)
24,29,34,47,57,60,Concurso 405 (16/10/2002)
1,24,28,38,40,58,Concurso 404 (12/10/2002)
7,16,27,31,46,60,Concurso 403 (09/10/2002)
5,16,27,43,56,58,Concurso 402 (05/10/2002)
11,18,43,44,50,53,Concurso 401 (02/10/2002)
10,13,28,29,54,59,Concurso 400 (28/09/2002)
11,16,27,47,55,59,Concurso 399 (25/09/2002)
7,16,22,28,36,37,Concurso 398 (21/09/2002)
1,2,5,24,32,46,Concurso 397 (18/09/2002)
6,18,34,42,45,47,Concurso 396 (14/09/2002)
10,11,14,20,31,58,Concurso 395 (11/09/2002)
5,15,35,42,45,49,Concurso 394 (07/09/2002)
6,12,35,36,40,50,Concurso 393 (04/09/2002)
15,23,31,39,47,49,Concurso 392 (31/08/2002)
4,7,15,16,35,40,Concurso 391 (28/08/2002)
7,12,22,34,38,53,Concurso 390 (24/08/2002)
5,14,18,43,46,54,Concurso 389 (21/08/2002)
23,36,48,52,53,58,Concurso 388 (17/08/2002)
22,28,29,43,47,48,Concurso 387 (14/08/2002)
17,35,36,39,43,54,Concurso 386 (10/08/2002)
5,12,16,18,22,24,Concurso 385 (07/08/2002)
24,28,40,47,50,52,Concurso 384 (03/08/2002)
14,22,48,50,53,56,Concurso 383 (31/07/2002)
31,34,37,38,53,54,Concurso 382 (27/07/2002)
9,10,28,46,55,56,Concurso 381 (24/07/2002)
13,22,30,31,47,57,Concurso 380 (20/07/2002)
24,33,40,41,55,59,Concurso 379 (17/07/2002)
5,38,41,45,48,55,Concurso 378 (13/07/2002)
3,12,19,27,45,46,Concurso 377 (10/07/2002)
10,13,25,35,43,48,Concurso 376 (06/07/2002)
1,5,9,42,51,58,Concurso 375 (03/07/2002)
2,5,16,26,44,54,Concurso 374 (29/06/2002)
1,5,10,24,31,33,Concurso 373 (26/06/2002)
16,17,24,39,46,57,Concurso 372 (22/06/2002)
4,18,23,33,39,60,Concurso 371 (19/06/2002)
1,4,40,42,51,54,Concurso 370 (15/06/2002)
1,14,21,35,42,60,Concurso 369 (12/06/2002)
13,29,32,38,44,50,Concurso 368 (08/06/2002)
10,12,27,33,49,52,Concurso 367 (05/06/2002)
4,6,7,15,21,51,Concurso 366 (01/06/2002)
19,23,34,37,52,58,Concurso 365 (29/05/2002)
5,29,44,51,57,59,Concurso 364 (25/05/2002)
19,29,39,47,49,54,Concurso 363 (22/05/2002)
7,20,33,37,46,56,Concurso 362 (18/05/2002)
16,28,31,41,45,59,Concurso 361 (15/05/2002)
23,24,29,47,53,55,Concurso 360 (11/05/2002)
13,19,20,29,31,54,Concurso 359 (08/05/2002)
12,17,21,32,40,42,Concurso 358 (04/05/2002)
2,30,32,35,45,53,Concurso 357 (27/04/2002)
5,19,21,54,56,58,Concurso 356 (24/04/2002)
2,14,22,23,37,60,Concurso 355 (20/04/2002)
7,16,38,40,41,52,Concurso 354 (17/04/2002)
19,23,30,46,55,60,Concurso 353 (13/04/2002)
7,20,25,44,47,49,Concurso 352 (10/04/2002)
15,16,24,41,59,60,Concurso 351 (06/04/2002)
10,15,23,30,43,57,Concurso 350 (03/04/2002)
8,9,28,32,38,54,Concurso 349 (30/03/2002)
19,30,33,39,40,52,Concurso 348 (27/03/2002)
1,10,12,26,48,52,Concurso 347 (23/03/2002)
7,12,41,46,56,60,Concurso 346 (20/03/2002)
11,22,46,51,56,58,Concurso 345 (16/03/2002)
10,12,14,33,35,36,Concurso 344 (13/03/2002)
4,6,7,12,24,41,Concurso 343 (09/03/2002)
16,29,34,49,51,54,Concurso 342 (06/03/2002)
5,16,22,23,43,56,Concurso 341 (02/03/2002)
9,10,12,33,42,60,Concurso 340 (27/02/2002)
5,12,13,16,27,50,Concurso 339 (23/02/2002)
1,4,9,36,46,48,Concurso 338 (20/02/2002)
4,14,16,31,52,54,Concurso 337 (16/02/2002)
2,18,22,26,30,54,Concurso 336 (09/02/2002)
7,23,33,43,57,59,Concurso 335 (06/02/2002)
14,23,24,26,41,51,Concurso 334 (02/02/2002)
4,27,35,44,52,53,Concurso 333 (30/01/2002)
23,28,29,34,42,44,Concurso 332 (26/01/2002)
1,13,20,27,35,37,Concurso 331 (23/01/2002)
2,4,14,23,37,51,Concurso 330 (19/01/2002)
10,11,12,24,35,40,Concurso 329 (16/01/2002)
5,7,14,21,23,51,Concurso 328 (12/01/2002)
29,32,33,38,46,48,Concurso 327 (09/01/2002)
21,23,40,44,51,52,Concurso 326 (05/01/2002)
1,3,4,21,23,53,Concurso 325 (29/12/2001)
8,15,22,25,30,47,Concurso 324 (22/12/2001)
26,31,33,40,49,54,Concurso 323 (19/12/2001)
11,18,29,44,47,56,Concurso 322 (15/12/2001)
4,11,31,32,48,49,Concurso 321 (12/12/2001)
20,22,27,47,50,53,Concurso 320 (08/12/2001)
12,16,17,19,23,48,Concurso 319 (05/12/2001)
3,19,20,31,40,53,Concurso 318 (01/12/2001)
16,20,27,30,35,48,Concurso 317 (28/11/2001)
6,24,28,43,51,56,Concurso 316 (24/11/2001)
12,21,22,28,43,50,Concurso 315 (21/11/2001)
5,32,34,37,40,58,Concurso 314 (17/11/2001)
14,16,24,37,38,53,Concurso 313 (14/11/2001)
14,23,30,41,47,50,Concurso 312 (10/11/2001)
22,24,30,32,38,41,Concurso 311 (07/11/2001)
2,14,28,29,31,32,Concurso 310 (03/11/2001)
4,11,25,39,50,55,Concurso 309 (31/10/2001)
4,11,25,29,39,55,Concurso 308 (27/10/2001)
13,16,17,26,41,44,Concurso 307 (24/10/2001)
19,30,41,47,56,57,Concurso 306 (20/10/2001)
5,11,27,38,53,60,Concurso 305 (17/10/2001)
7,11,34,41,42,59,Concurso 304 (13/10/2001)
7,13,17,30,37,47,Concurso 303 (10/10/2001)
12,25,30,40,41,60,Concurso 302 (06/10/2001)
9,26,48,49,57,58,Concurso 301 (03/10/2001)
24,27,28,38,41,57,Concurso 300 (29/09/2001)
2,5,7,33,49,53,Concurso 299 (26/09/2001)
5,22,23,24,34,60,Concurso 298 (22/09/2001)
1,20,28,33,36,41,Concurso 297 (19/09/2001)
3,20,42,46,51,52,Concurso 296 (15/09/2001)
7,12,24,31,44,50,Concurso 295 (12/09/2001)
22,25,28,41,45,57,Concurso 294 (08/09/2001)
5,6,7,12,28,35,Concurso 293 (05/09/2001)
13,23,24,34,45,53,Concurso 292 (01/09/2001)
5,16,17,18,22,41,Concurso 291 (29/08/2001)
7,25,26,30,40,57,Concurso 290 (25/08/2001)
6,7,20,25,30,36,Concurso 289 (22/08/2001)
6,9,11,17,18,50,Concurso 288 (18/08/2001)
3,13,25,33,47,60,Concurso 287 (15/08/2001)
29,35,37,44,47,56,Concurso 286 (11/08/2001)
12,32,37,41,50,56,Concurso 285 (08/08/2001)
7,8,14,30,32,36,Concurso 284 (04/08/2001)
25,28,34,42,48,54,Concurso 283 (01/08/2001)
9,14,23,24,33,36,Concurso 282 (28/07/2001)
5,11,31,38,47,53,Concurso 281 (21/07/2001)
5,16,20,25,30,58,Concurso 280 (14/07/2001)
4,23,31,47,58,59,Concurso 279 (07/07/2001)
10,15,18,22,31,55,Concurso 278 (30/06/2001)
4,26,38,40,52,56,Concurso 277 (23/06/2001)
22,39,45,53,57,59,Concurso 276 (16/06/2001)
16,19,30,37,38,48,Concurso 275 (09/06/2001)
11,13,18,26,39,47,Concurso 274 (02/06/2001)
10,17,23,27,47,52,Concurso 273 (26/05/2001)
9,10,24,36,56,58,Concurso 272 (19/05/2001)
14,24,26,29,31,54,Concurso 271 (12/05/2001)
5,9,27,35,40,45,Concurso 270 (05/05/2001)
17,18,19,25,49,52,Concurso 269 (28/04/2001)
5,6,10,21,33,47,Concurso 268 (21/04/2001)
1,8,45,46,55,58,Concurso 267 (14/04/2001)
2,23,38,46,48,54,Concurso 266 (07/04/2001)
7,16,34,41,50,53,Concurso 265 (31/03/2001)
1,5,13,25,31,33,Concurso 264 (24/03/2001)
8,9,26,43,50,53,Concurso 263 (17/03/2001)
11,20,48,53,58,60,Concurso 262 (10/03/2001)
5,16,20,30,54,56,Concurso 261 (03/03/2001)
4,6,33,43,59,60,Concurso 260 (24/02/2001)
13,15,20,33,43,58,Concurso 259 (17/02/2001)
7,12,50,54,55,60,Concurso 258 (10/02/2001)
1,4,5,19,28,34,Concurso 257 (03/02/2001)
2,21,26,32,34,52,Concurso 256 (27/01/2001)
16,19,20,32,44,55,Concurso 255 (20/01/2001)
1,4,21,22,30,56,Concurso 254 (13/01/2001)
11,12,24,37,44,56,Concurso 253 (06/01/2001)
4,17,26,32,51,54,Concurso 252 (30/12/2000)
15,23,30,34,49,55,Concurso 251 (23/12/2000)
7,25,41,42,43,55,Concurso 250 (16/12/2000)
21,36,40,49,54,55,Concurso 249 (09/12/2000)
16,32,34,35,41,56,Concurso 248 (02/12/2000)
3,10,23,30,34,46,Concurso 247 (25/11/2000)
2,16,32,37,43,57,Concurso 246 (18/11/2000)
8,27,44,51,53,60,Concurso 245 (11/11/2000)
19,24,33,47,50,60,Concurso 244 (04/11/2000)
11,16,20,23,32,47,Concurso 243 (28/10/2000)
4,7,21,22,28,56,Concurso 242 (21/10/2000)
11,31,35,40,56,57,Concurso 241 (14/10/2000)
25,28,38,41,57,59,Concurso 240 (07/10/2000)
6,21,33,44,46,47,Concurso 239 (30/09/2000)
9,13,15,37,41,42,Concurso 238 (23/09/2000)
